Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,6.289999961853027,6.309999942779541,6.190000057220459,6.21999979019165,5.2292046546936035,10795050
2017-01-04,6.190000057220459,6.28000020980835,6.190000057220459,6.28000020980835,5.2796478271484375,12632355
2017-01-05,6.210000038146973,6.309999942779541,6.210000038146973,6.289999961853027,5.288053512573242,18410396
2017-01-06,6.320000171661377,6.320000171661377,6.130000114440918,6.130000114440918,5.153541088104248,23084153
2017-01-09,6.130000114440918,6.21999979019165,6.070000171661377,6.130000114440918,5.153541088104248,20889569
2017-01-10,6.179999828338623,6.25,6.159999847412109,6.25,5.254426002502441,15389825
2017-01-11,6.300000190734863,6.369999885559082,6.21999979019165,6.360000133514404,5.346903324127197,24887283
2017-01-12,6.340000152587891,6.449999809265137,6.210000038146973,6.260000228881836,5.262833118438721,30914706
2017-01-13,6.25,6.360000133514404,6.239999771118164,6.340000152587891,5.330089569091797,10443000
2017-01-16,6.300000190734863,6.309999942779541,6.159999847412109,6.190000057220459,5.203982830047607,10104332
2017-01-17,6.190000057220459,6.21999979019165,6.090000152587891,6.130000114440918,5.153541088104248,27400184
2017-01-18,6.150000095367432,6.179999828338623,6.110000133514404,6.159999847412109,5.1787614822387695,13359852
2017-01-19,6.179999828338623,6.230000019073486,6.119999885559082,6.190000057220459,5.203982830047607,14177820
2017-01-20,6.119999885559082,6.159999847412109,6.010000228881836,6.03000020980835,5.069469928741455,22502402
2017-01-23,6.0,6.010000228881836,5.730000019073486,5.75,4.834072113037109,58302968
2017-01-24,5.699999809265137,5.75,5.659999847412109,5.71999979019165,4.808850288391113,47874400
2017-01-25,5.699999809265137,5.989999771118164,5.690000057220459,5.900000095367432,4.960177421569824,47250701
2017-01-26,5.949999809265137,6.0,5.909999847412109,5.989999771118164,5.0358405113220215,27755920
2017-01-27,5.949999809265137,5.949999809265137,5.820000171661377,5.920000076293945,4.976991176605225,10568655
2017-02-01,5.75,5.880000114440918,5.75,5.880000114440918,4.94336462020874,13817953
2017-02-02,5.900000095367432,5.900000095367432,5.820000171661377,5.880000114440918,4.94336462020874,18039633
2017-02-03,5.800000190734863,5.920000076293945,5.800000190734863,5.909999847412109,4.968585014343262,18174312
2017-02-06,5.949999809265137,6.03000020980835,5.869999885559082,5.909999847412109,4.968585014343262,17711619
2017-02-07,5.920000076293945,5.940000057220459,5.849999904632568,5.889999866485596,4.951770782470703,18695517
2017-02-08,5.889999866485596,5.889999866485596,5.730000019073486,5.840000152587891,4.90973424911499,33305419
2017-02-09,5.800000190734863,5.900000095367432,5.800000190734863,5.869999885559082,4.9349565505981445,34127695
2017-02-10,5.980000019073486,5.989999771118164,5.889999866485596,5.960000038146973,5.010619640350342,45318436
2017-02-13,5.909999847412109,6.0,5.900000095367432,5.980000019073486,5.0274338722229,24315500
2017-02-14,5.949999809265137,5.989999771118164,5.929999828338623,5.980000019073486,5.0274338722229,24311170
2017-02-15,6.010000228881836,6.070000171661377,5.929999828338623,5.960000038146973,5.010619640350342,28564568
2017-02-16,5.989999771118164,5.989999771118164,5.929999828338623,5.949999809265137,5.002213001251221,22383945
2017-02-17,5.96999979019165,6.110000133514404,5.949999809265137,6.019999980926514,5.061061859130859,27843383
2017-02-20,6.059999942779541,6.090000152587891,6.019999980926514,6.039999961853027,5.077876567840576,18427127
2017-02-21,6.090000152587891,6.099999904632568,6.03000020980835,6.039999961853027,5.077876567840576,16013376
2017-02-22,6.03000020980835,6.139999866485596,6.03000020980835,6.139999866485596,5.161947727203369,23123957
2017-02-23,6.139999866485596,6.139999866485596,6.070000171661377,6.099999904632568,5.128319263458252,24162609
2017-02-24,6.079999923706055,6.099999904632568,6.050000190734863,6.059999942779541,5.094691276550293,18039981
2017-02-27,6.050000190734863,6.119999885559082,6.039999961853027,6.070000171661377,5.1030988693237305,19763887
2017-02-28,6.090000152587891,6.119999885559082,6.050000190734863,6.070000171661377,5.1030988693237305,35518727
2017-03-01,6.099999904632568,6.139999866485596,6.059999942779541,6.119999885559082,5.145133018493652,19659086
2017-03-02,6.099999904632568,6.119999885559082,6.050000190734863,6.090000152587891,5.119912147521973,25750702
2017-03-03,6.019999980926514,6.050000190734863,5.989999771118164,6.019999980926514,5.061061859130859,15737605
2017-03-06,6.139999866485596,6.139999866485596,6.010000228881836,6.019999980926514,5.061061859130859,20015961
2017-03-07,6.119999885559082,6.170000076293945,6.0,6.150000095367432,5.170354843139648,26570681
2017-03-08,6.079999923706055,6.150000095367432,6.059999942779541,6.090000152587891,5.119912147521973,18735911
2017-03-09,6.119999885559082,6.119999885559082,6.059999942779541,6.079999923706055,5.111505508422852,14794596
2017-03-10,6.03000020980835,6.079999923706055,6.0,6.03000020980835,5.069469928741455,15200383
2017-03-13,6.010000228881836,6.03000020980835,5.929999828338623,5.949999809265137,5.002213001251221,17354088
2017-03-14,5.929999828338623,6.03000020980835,5.909999847412109,6.010000228881836,5.0526556968688965,15602760
2017-03-15,5.920000076293945,6.039999961853027,5.920000076293945,5.940000057220459,4.993806838989258,11741582
2017-03-16,6.010000228881836,6.010000228881836,5.909999847412109,5.960000038146973,5.010619640350342,21909195
2017-03-17,5.909999847412109,5.96999979019165,5.880000114440918,5.949999809265137,5.002213001251221,26266283
2017-03-20,5.940000057220459,5.96999979019165,5.849999904632568,5.940000057220459,4.993806838989258,11197414
2017-03-21,6.0,6.179999828338623,5.929999828338623,6.019999980926514,5.061061859130859,34215500
2017-03-22,5.989999771118164,6.059999942779541,5.949999809265137,6.059999942779541,5.094691276550293,36740748
2017-03-23,6.230000019073486,6.71999979019165,6.230000019073486,6.659999847412109,5.599115371704102,123642416
2017-03-24,6.699999809265137,6.800000190734863,6.590000152587891,6.650000095367432,5.590709686279297,38253314
2017-03-27,6.679999828338623,6.699999809265137,6.519999980926514,6.550000190734863,5.506638050079346,38932578
2017-03-28,6.599999904632568,6.75,6.579999923706055,6.679999828338623,5.615930080413818,32368026
2017-03-29,6.75,6.75,6.639999866485596,6.690000057220459,5.624337196350098,30394360
2017-03-30,6.679999828338623,6.710000038146973,6.599999904632568,6.679999828338623,5.615930080413818,34310116
2017-03-31,6.699999809265137,6.739999771118164,6.630000114440918,6.699999809265137,5.632743835449219,43981240
2017-04-03,6.75,6.760000228881836,6.639999866485596,6.760000228881836,5.683187007904053,22864835
2017-04-05,6.71999979019165,6.860000133514404,6.710000038146973,6.860000133514404,5.767257213592529,68202459
2017-04-06,6.860000133514404,6.860000133514404,6.75,6.800000190734863,5.716814994812012,27764600
2017-04-07,6.730000019073486,6.829999923706055,6.730000019073486,6.809999942779541,5.725221633911133,26627418
2017-04-10,6.849999904632568,6.880000114440918,6.760000228881836,6.869999885559082,5.775664806365967,17575678
2017-04-11,6.800000190734863,6.909999847412109,6.800000190734863,6.900000095367432,5.800886631011963,44207412
2017-04-12,6.949999809265137,6.949999809265137,6.809999942779541,6.809999942779541,5.725221633911133,19071759
2017-04-13,6.849999904632568,6.889999866485596,6.78000020980835,6.880000114440918,5.784071445465088,13838690
2017-04-18,6.849999904632568,6.889999866485596,6.789999961853027,6.889999866485596,5.792477607727051,43193302
2017-04-19,6.849999904632568,6.849999904632568,6.639999866485596,6.849999904632568,5.75885009765625,23868610
2017-04-20,6.809999942779541,6.889999866485596,6.760000228881836,6.889999866485596,5.792477607727051,22932503
2017-04-21,6.900000095367432,6.989999771118164,6.860000133514404,6.940000057220459,5.834514141082764,25273769
2017-04-24,6.900000095367432,6.900000095367432,6.730000019073486,6.78000020980835,5.7000017166137695,16325880
2017-04-25,6.789999961853027,6.849999904632568,6.75,6.840000152587891,5.750443935394287,15036331
2017-04-26,6.880000114440918,6.880000114440918,6.75,6.789999961853027,5.708406925201416,15412763
2017-04-27,6.78000020980835,6.920000076293945,6.78000020980835,6.920000076293945,5.817698955535889,24850224
2017-04-28,6.989999771118164,7.0,6.679999828338623,6.949999809265137,5.842920780181885,82815155
2017-05-02,6.949999809265137,7.039999961853027,6.909999847412109,7.0,5.884956359863281,63943587
2017-05-04,7.0,7.0,6.829999923706055,6.860000133514404,5.767257213592529,33425075
2017-05-05,6.849999904632568,6.909999847412109,6.789999961853027,6.789999961853027,5.708406925201416,31698905
2017-05-08,6.789999961853027,6.840000152587891,6.730000019073486,6.769999980926514,5.691593647003174,26233745
2017-05-09,6.980000019073486,6.980000019073486,6.78000020980835,6.800000190734863,5.716814994812012,45174881
2017-05-10,6.78000020980835,6.880000114440918,6.78000020980835,6.820000171661377,5.733628749847412,46773791
2017-05-11,6.800000190734863,6.840000152587891,6.739999771118164,6.789999961853027,5.708406925201416,33347391
2017-05-12,6.829999923706055,6.869999885559082,6.78000020980835,6.829999923706055,5.742035865783691,47935477
2017-05-15,6.849999904632568,6.849999904632568,6.75,6.829999923706055,5.742035865783691,25351686
2017-05-16,6.869999885559082,6.869999885559082,6.78000020980835,6.829999923706055,5.742035865783691,44729666
2017-05-17,6.849999904632568,6.849999904632568,6.789999961853027,6.829999923706055,5.742035865783691,28322326
2017-05-18,6.829999923706055,6.860000133514404,6.769999980926514,6.849999904632568,5.75885009765625,49363448
2017-05-19,6.880000114440918,6.980000019073486,6.849999904632568,6.960000038146973,5.851328372955322,45533610
2017-05-22,6.75,6.980000019073486,6.75,6.949999809265137,5.842920780181885,1060958648
2017-05-23,6.980000019073486,7.0,6.900000095367432,7.0,5.884956359863281,54336289
2017-05-24,6.96999979019165,7.019999980926514,6.960000038146973,7.019999980926514,5.901770114898682,44434280
2017-05-25,7.150000095367432,7.170000076293945,7.059999942779541,7.130000114440918,5.994247913360596,76761272
2017-05-26,6.980000019073486,7.170000076293945,6.960000038146973,7.090000152587891,6.141506671905518,54429693
2017-05-29,7.119999885559082,7.199999809265137,7.099999904632568,7.199999809265137,6.236790657043457,38977764
